Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molten.reinforced,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@308,熔融强化金属胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.reinforced,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@383,熔融强化单元,gregtech:gt.metaitem.99
molten.rhenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRhenium@0,铼单元,miscutils:itemCellRhenium
molten.rhodium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@78,熔融铑单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.rhodium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRhodium@0,铑单元,miscutils:itemCellRhodium
molten.rhodium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@78,熔融铑胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.rhodium-plated palladium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@88,熔融镀铑钯单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.rhodium-plated palladium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@88,熔融镀铑钯胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.rhugnor,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRhugnor@0,鲁格诺单元,miscutils:itemCellRhugnor
molten.rosegold,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@568,熔融玫瑰金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.rosegold,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@351,熔融玫瑰金单元,gregtech:gt.metaitem.99
molten.rubber,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@407,熔融橡胶胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.rubber,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@880,熔融橡胶单元,gregtech:gt.metaitem.99
molten.rubidium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@60,熔融铷胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.rubidium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@43,熔融铷单元,gregtech:gt.metaitem.99
molten.rubracium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@244,熔融褐铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.rubracium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@488,熔融褐铜单元,gregtech:gt.metaitem.99
molten.runite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRunite@0,虚恩单元,miscutils:itemCellRunite
molten.ruridit,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@90,熔融钌铱合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.ruridit,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@90,熔融钌铱合金胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.ruthenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellRuthenium@0,钌单元,miscutils:itemCellRuthenium
molten.ruthenium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@64,熔融钌单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.ruthenium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@64,熔融钌胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.samarium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@61,熔融钐胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.samarium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@69,熔融钐单元,gregtech:gt.metaitem.99
molten.samariummagnetic,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@632,熔融磁化钐胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.samariummagnetic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@399,熔融磁化钐单元,gregtech:gt.metaitem.99
molten.sanguinite,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@246,熔融血狱石胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.sanguinite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@955,熔融血狱石单元,gregtech:gt.metaitem.99
molten.scandium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@62,熔融钪胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.scandium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@27,熔融钪单元,gregtech:gt.metaitem.99
molten.seleniousacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSeleniousAcid@0,亚硒酸单元,miscutils:itemCellSeleniousAcid
molten.selenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSelenium@0,硒单元,miscutils:itemCellSelenium
molten.seleniumdioxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSeleniumDioxide@0,二氧化硒单元,miscutils:itemCellSeleniumDioxide
molten.shadow,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@669,熔融暗影金属胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.shadow,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@368,熔融暗影金属单元,gregtech:gt.metaitem.99
molten.shadowiron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@697,熔融暗影铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.shadowiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@336,熔融暗影铁单元,gregtech:gt.metaitem.99
molten.shadowsteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@698,熔融暗影钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.shadowsteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@337,熔融暗影钢单元,gregtech:gt.metaitem.99
molten.signalium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10099,熔融信素胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.signalium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10099,熔融信素单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.silicon,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@63,熔融硅胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.silicon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@20,熔融硅单元,gregtech:gt.metaitem.99
molten.siliconcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSiliconCarbide@0,碳化硅单元,miscutils:itemCellSiliconCarbide
molten.silicone,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@398,熔融硅橡胶胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.silicone,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@471,熔融硅橡胶单元,gregtech:gt.metaitem.99
molten.silver,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@64,熔融银胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.silver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@54,熔融银单元,gregtech:gt.metaitem.99
molten.sodiumfluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSodiumFluoride@0,氟化钠单元,miscutils:itemCellSodiumFluoride
molten.solarsaltcold,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSolarSaltCold@0,太阳能盐(冷)单元,miscutils:itemCellSolarSaltCold
molten.solarsalthot,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSolarSaltHot@0,太阳能盐(热)单元,miscutils:itemCellSolarSaltHot
molten.solderingalloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@516,熔融磷化铟镓胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.solderingalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@314,熔融焊锡单元,gregtech:gt.metaitem.99
molten.solidacidcatalystmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellSolidAcidCatalystMixture@0,固体酸催化剂混合物单元,miscutils:itemCellSolidAcidCatalystMixture
molten.soularium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@679,熔融魂金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.soularium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@379,熔融魂金单元,gregtech:gt.metaitem.99
molten.staballoy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellStaballoy@0,贫铀合金单元,miscutils:itemCellStaballoy
molten.stainlesssteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@521,熔融不锈钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.stainlesssteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@306,熔融不锈钢单元,gregtech:gt.metaitem.99
molten.steel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@522,熔融钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.steel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@305,熔融钢单元,gregtech:gt.metaitem.99
molten.steelmagnetic,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@630,熔融磁化钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.steelmagnetic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@355,熔融磁化钢单元,gregtech:gt.metaitem.99
molten.stellaralloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@690,熔融恒星合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.stellaralloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@405,熔融恒星合金单元,gregtech:gt.metaitem.99
molten.stellite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellStellite@0,铬钴锰钛合金单元,miscutils:itemCellStellite
molten.sterlingsilver,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@567,熔融标准纯银胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.sterlingsilver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@350,熔融标准纯银单元,gregtech:gt.metaitem.99
molten.strontium90,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellStrontium90@0,锶-90单元,miscutils:itemCellStrontium90
molten.styrenebutadienerubber,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@472,熔融丁苯橡胶胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.styrenebutadienerubber,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@635,熔融丁苯橡胶单元,gregtech:gt.metaitem.99
molten.sugar,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@585,熔融糖胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.sugar,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@803,熔融糖单元,gregtech:gt.metaitem.99
molten.sunnarium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@323,熔融阳光化合物胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.sunnarium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@318,熔融阳光化合物单元,gregtech:gt.metaitem.99
molten.superconductoruevbase,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@714,熔融UEV超导粗胚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.superconductoruevbase,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@974,熔融UEV超导粗胚单元,gregtech:gt.metaitem.99
molten.tairitsu,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10106,熔融对立合金胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.tairitsu,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10106,熔融对立合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.talonite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTalonite@0,铬钴磷酸盐合金单元,miscutils:itemCellTalonite
molten.tanmolyium beta-c,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10103,熔融钛钼合金β-C胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.tanmolyium beta-c,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10103,熔融钛钼合金β-C单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.tantalloy60,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTantalloy60@0,钽钨合金-60单元,miscutils:itemCellTantalloy60
molten.tantalloy61,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTantalloy61@0,钽钨合金-61单元,miscutils:itemCellTantalloy61
molten.tantalum,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@68,熔融钽胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tantalum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@80,熔融钽单元,gregtech:gt.metaitem.99
molten.tantalumcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTantalumCarbide@0,碳化钽单元,miscutils:itemCellTantalumCarbide
molten.tartarite,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@250,熔融溶火之石胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tartarite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@956,熔融溶火之石单元,gregtech:gt.metaitem.99
molten.technetium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTechnetium@0,锝单元,miscutils:itemCellTechnetium
molten.teflon,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTeflon@0,特氟龙单元,miscutils:itemCellTeflon
molten.tellurium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@69,熔融碲胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tellurium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@59,熔融碲单元,gregtech:gt.metaitem.99
molten.terbium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@70,熔融铽胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.terbium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@72,熔融铽单元,gregtech:gt.metaitem.99
molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@710,熔融LuV超导粗胚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@991,熔融LuV超导粗胚单元,gregtech:gt.metaitem.99
molten.tetranaquadahdiindiumhexaplatiumosminid,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@711,熔融ZPM超导粗胚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tetranaquadahdiindiumhexaplatiumosminid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@992,熔融ZPM超导粗胚单元,gregtech:gt.metaitem.99
molten.thallium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThallium@0,铊单元,miscutils:itemCellThallium
molten.thaumium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@586,熔融神秘胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.thaumium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@330,熔融神秘单元,gregtech:gt.metaitem.99
molten.thorium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@71,熔融钍胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.thorium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@96,熔融钍单元,gregtech:gt.metaitem.99
molten.thorium232,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThorium232@0,钍-232单元,miscutils:itemCellThorium232
molten.thoriumhexafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThoriumHexafluoride@0,六氟化钍单元,miscutils:itemCellThoriumHexafluoride
molten.thoriumtetrafluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellThoriumTetrafluoride@0,四氟化钍单元,miscutils:itemCellThoriumTetrafluoride
molten.thulium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@72,熔融铥胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.thulium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@76,熔融铥单元,gregtech:gt.metaitem.99
molten.tin,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@73,熔融锡胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tin,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@57,熔融锡单元,gregtech:gt.metaitem.99
molten.tinalloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@527,熔融锡铁合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.tinalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@363,熔融锡铁合金单元,gregtech:gt.metaitem.99
molten.titanium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@74,熔融钛胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.titanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@28,熔融钛单元,gregtech:gt.metaitem.99
molten.titaniumonabariumdecacoppereikosaoxid,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@707,熔融HV超导粗胚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.titaniumonabariumdecacoppereikosaoxid,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@988,熔融HV超导粗胚单元,gregtech:gt.metaitem.99
molten.titansteel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTitansteel@0,泰坦精钢单元,miscutils:itemCellTitansteel
molten.trichloroaceticacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTrichloroaceticAcid@0,三氯乙酸单元,miscutils:itemCellTrichloroaceticAcid
molten.trinium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@703,熔融三元金属胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.trinium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@868,熔融三元金属单元,gregtech:gt.metaitem.99
molten.triniumnaquadahalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTriniumNaquadahAlloy@0,三元硅岩合金单元,miscutils:itemCellTriniumNaquadahAlloy
molten.triniumnaquadahcarbonite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTriniumNaquadahCarbonite@0,碳化三元硅岩合金单元,miscutils:itemCellTriniumNaquadahCarbonite
molten.triniumtitaniumalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellTriniumTitaniumAlloy@0,三元钛合金单元,miscutils:itemCellTriniumTitaniumAlloy
molten.tritanium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@75,熔融三钛胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
